RECTYPE,,Record type
4255,,"Mount Carmel, PA"
4256,,"Mount Clemens, MI"
4260,,"Mount Lebanon, PA"
4270,,"Moreno Valley, CA"
4290,,"Mount Vernon, NY"
4291,,"Mount Vernon, IL"
4310,,"Muncie, IN"
4311,,"Munhall, PA"
4312,,"Murphysboro, IL"
4313,,"Muscatine, IA"
4330,,"Muskegon, MI"
4331,,"Muskegon Heights, MI"
4350,,"Muskogee, OK"
4351,,"Nanticoke, PA"
4370,,"Nantucket, MA"
4390,,"Nashua, NH"
4410,,"Nashville-Davidson, TN"
4411,,"Nashville, TN"
4413,,"Natchez, MS"
4414,,"Natick, MA"
4415,,"Naugatuck, CT"
4416,,"Needham, MA"
4420,,"Neptune, NJ"
4430,,"New Albany, IN"
4450,,"New Bedford, MA"
4451,,"New Bern, NC"
4452,,"New Brighton, NY"
4470,,"New Britain, CT"
4490,,"New Brunswick, NJ"
4510,,"New Castle, PA"
4511,,"New Castle, IN"
4530,,"New Haven, CT"
4550,,"New London, CT"
4570,,"New Orleans, LA"
4571,,"New Philadelphia, OH"
4590,,"New Rochelle, NY"
4610,,"New York, NY"
4611,,Brooklyn (only in census years before 1900)
4630,,"Newark, NJ"
4650,,"Newark, OH"
4670,,"Newburgh, NY"
4690,,"Newburyport, MA"
4710,,"Newport, KY"
4730,,"Newport, RI"
4750,,"Newport News, VA"
4770,,"Newton, MA"
4771,,"Newton, IA"
4772,,"Newton, KS"
4790,,"Niagara Falls, NY"
4791,,"Niles, MI"
4792,,"Niles, OH"
4810,,"Norfolk, VA"
4811,,"Norfolk, NE"
4820,,"North Las Vegas, NV"
,,"Northern Liberties, PA (See Philadelphia)"
4830,,"Norristown Borough, PA"
4831,,"North Adams, MA"
4832,,"North Attleborough, MA"
4833,,"North Bennington, VT"
4834,,"North Braddock, PA"
4835,,"North Branford, CT"
4836,,"North Haven, CT"
4837,,"North Little Rock, AR"
4838,,"North Platte, NE"
4839,,"North Providence, RI"
4840,,"Northampton, MA"
4841,,"North Tonawanda, NY"
4842,,"North Yakima, WA"
4843,,"Northbridge, MA"
4845,,"North Bergen, NJ"
4850,,"North Providence, RI"
4860,,"Norwalk, CA"
4870,,"Norwalk, CT"
4890,,"Norwich, CT"
4900,,"Norwood, OH"
4901,,"Norwood, MA"
4902,,"Nutley, NJ"
4905,,"Oak Park, IL"
4910,,"Oak Park Village, IL"
4930,,"Oakland, CA"
4950,,"Oceanside, CA"
4970,,"Ogden, UT"
4971,,"Ogdensburg, NY"
4972,,"Oil City, PA"
4990,,"Oklahoma City, OK"
4991,,"Okmulgee, OK"
4992,,"Old Bennington, VT"
4993,,"Old Forge, PA"
4994,,"Olean, NY"
4995,,"Olympia, WA"
4996,,"Olyphant, PA"
5010,,"Omaha, NE"
5011,,"Oneida, NY"
5012,,"Oneonta, NY"
5030,,"Ontario, CA"
5040,,"Orange, CA"
5050,,"Orange, NJ"
5051,,"Orange, CT"
5070,,"Orlando, FL"
5090,,"Oshkosh, WI"
5091,,"Oskaloosa, IA"
5092,,"Ossining, NY"
5110,,"Oswego, NY"
5111,,"Ottawa, IL"
5112,,"Ottumwa, IA"
5113,,"Owensboro, KY"
5114,,"Owosso, MI"
5116,,"Painesville, OH"
5117,,"Palestine, TX"
5118,,"Palo Alto, CA"
5119,,"Pampa, TX"
5121,,"Paris, TX"
5122,,"Park Ridge, IL"
5123,,"Parkersburg, WV"
5124,,"Parma, OH"
5125,,"Parsons, KS"
5130,,"Oxnard, CA"
5140,,"Palmdale, CA"
5150,,"Pasadena, CA"
5170,,"Pasadena, TX"
5180,,"Paducah, KY"
5190,,"Passaic, NJ"
5210,,"Paterson, NJ"
5230,,"Pawtucket, RI"
5231,,"Peabody, MA"
5232,,"Peekskill, NY"
5233,,"Pekin, IL"
5240,,"Pembroke Pines, FL"
5250,,"Pensacola, FL"
5255,,"Pensauken, NJ"
5269,,"Peoria, AZ"
5270,,"Peoria, IL"
5271,,"Peoria Heights, IL"
5290,,"Perth Amboy, NJ"
5291,,"Peru, IN"
5310,,"Petersburg, VA"
5311,,"Phenix City, AL"
5330,,"Philadelphia, PA"
5331,,Kensington
5332,,Moyamensing
5333,,Northern Liberties
5334,,Southwark
5335,,Spring Garden
5341,,"Phillipsburg, NJ"
5350,,"Phoenix, AZ"
5351,,"Phoenixville, PA"
5352,,"Pine Bluff, AR"
5353,,"Piqua, OH"
5354,,"Pittsburg, KS"
5370,,"Pittsburgh, PA"
5390,,"Pittsfield, MA"
5391,,"Pittston, PA"
5409,,"Plains, PA"
5410,,"Plainfield, NJ"
5411,,"Plattsburg, NY"
5412,,"Pleasantville, NJ"
5413,,"Plymouth, PA"
5414,,"Plymouth, MA"
5415,,"Pocatello, ID"
5430,,"Plano, TX"
5450,,"Pomona, CA"
5451,,"Ponca City, OK"
5460,,"Ponce, PR"
5470,,"Pontiac, MI"
5471,,"Port Angeles, WA"
5480,,"Port Arthur, TX"
5481,,"Port Chester, NY"
5490,,"Port Huron, MI"
5491,,"Port Jervis, NY"
5500,,"Port St. Lucie, FL"
5510,,"Portland, ME"
5511,,"Portland, IL"
5530,,"Portland, OR"
5550,,"Portsmouth, NH"
5570,,"Portsmouth, OH"
5590,,"Portsmouth, VA"
5591,,"Pottstown, PA"
5610,,"Pottsville, PA"
5630,,"Poughkeepsie, NY"
5650,,"Providence, RI"
5660,,"Provo, UT"
5670,,"Pueblo, CO"
5671,,"Punxsutawney, PA"
5690,,"Quincy, IL"
5710,,"Quincy, MA"
5730,,"Racine, WI"
5731,,"Rahway, NJ"
5750,,"Raleigh, NC"
5751,,"Ranger, TX"
5752,,"Rapid City, SD"
5770,,"Rancho Cucamonga, CA"
5790,,"Reading, PA"
5791,,"Red Bank, NJ"
5792,,"Redlands, CA"
5810,,"Reno, NV"
5811,,"Rensselaer, NY"
5830,,"Revere, MA"
5850,,"Richmond, IN"
5870,,"Richmond, VA"
5871,,"Richmond, CA"
5872,,"Ridgefield Park, NJ"
5873,,"Ridgewood, NJ"
5874,,"River Rouge, MI"
5890,,"Riverside, CA"
5910,,"Roanoke, VA"
5930,,"Rochester, NY"
5931,,"Rochester, NH"
5932,,"Rochester, MN"
5933,,"Rock Hill, SC"
5950,,"Rock Island, IL"
5970,,"Rockford, IL"
5971,,"Rockland, ME"
5972,,"Rockton, IL"
5973,,"Rockville Centre, NY"
5974,,"Rocky Mount, NC"
5990,,"Rome, NY"
5991,,"Rome, GA"
5992,,"Roosevelt, NJ"
5993,,"Roselle, NJ"
5994,,"Roswell, NM"
5995,,"Roseville, CA"
6010,,"Roxbury, MA"
6011,,"Royal Oak, MI"
6012,,"Rumford Falls, ME"
6013,,"Rutherford, NJ"
6014,,"Rutland, VT"
6030,,"Sacramento, CA"
6050,,"Saginaw, MI"
6070,,"Saint Joseph, MO"
6090,,"Saint Louis, MO"
6110,,"Saint Paul, MN"
6130,,"Saint Petersburg, FL"
6150,,"Salem, MA"
6170,,"Salem, OR"
6171,,"Salem, OH"
6172,,"Salina, KS"
6190,,"Salinas, CA"
6191,,"Salisbury, NC"
6192,,"Salisbury, MD"
6210,,"Salt Lake City, UT"
6211,,"San Angelo, TX"
6220,,"San Angelo, TX"
6230,,"San Antonio, TX"
6231,,"San Benito, TX"
6250,,"San Bernardino, CA"
6260,,"San Buenaventura (Ventura), CA"
6270,,"San Diego, CA"
6280,,"Sandusky, OH"
6281,,"Sanford, FL"
6282,,"Sanford, ME"
6290,,"San Francisco, CA"
6300,,"San Juan, PR"
6310,,"San Jose, CA"
6311,,"San Leandro, CA"
6312,,"San Mateo, CA"
6320,,"Santa Barbara, CA"
6321,,"Santa Cruz, CA"
6322,,"Santa Fe, NM"
6330,,"Santa Ana, CA"
6335,,"Santa Clara, CA"
6340,,"Santa Clarita, CA"
6350,,"Santa Rosa, CA"
6351,,"Sapulpa, OK"
6352,,"Saratoga Springs, NY"
6353,,"Saugus, MA"
6354,,"Sault Ste. Marie, MI"
6360,,"Santa Monica, CA"
6370,,"Savannah, GA"
6390,,"Schenectedy, NY"
6410,,"Scranton, PA"
6430,,"Seattle, WA"
6431,,"Sedalia, MO"
6432,,"Selma, AL"
6433,,"Seminole, OK"
6434,,"Shaker Heights, OH"
6435,,"Shamokin, PA"
6437,,"Sharpsville, PA"
6438,,"Shawnee, OK"
6440,,"Sharon, PA"
6450,,"Sheboygan, WI"
6451,,"Shelby, NC"
6452,,"Shelbyville, IN"
6453,,"Shelton, CT"
6470,,"Shenandoah Borough, PA"
6471,,"Sherman, TX"
6472,,"Shorewood, WI"
6490,,"Shreveport, LA"
6500,,"Simi Valley, CA"
6510,,"Sioux City, IA"
6530,,"Sioux Falls, SD"
6550,,"Smithfield, RI (1850)"
6570,,"Somerville, MA"
6590,,"South Bend, IN"
6591,,"South Bethlehem, PA"
6592,,"South Boise, ID"
6593,,"South Gate, CA"
6594,,"South Milwaukee, WI"
6595,,"South Norwalk, CT"
6610,,"South Omaha, NE"
6611,,"South Orange, NJ"
6612,,"South Pasadena, CA"
6613,,"South Pittsburgh, PA"
6614,,"South Portland, ME"
6615,,"South River, NJ"
6616,,"South St. Paul, MN"
6617,,"Southbridge, MA"
,,"Southwark, PA (See Philadelphia)"
6620,,"Spartanburg, SC"
6630,,"Spokane, WA"
,,"Spring Garden, PA (See Philadelphia)"
6640,,"Spring Valley, NV"
6650,,"Springfield, IL"
6670,,"Springfield, MA"
6690,,"Springfield, MO"
6691,,"St. Augustine, FL"
6692,,"St. Charles, MO"
6693,,"St. Cloud, MN"
6710,,"Springfield, OH"
6730,,"Stamford, CT"
6731,,"Statesville, NC"
6732,,"Staunton, VA"
6733,,"Steelton, PA"
6734,,"Sterling, IL"
6750,,"Sterling Heights, MI"
6770,,"Steubenville, OH"
6771,,"Stevens Point, WI"
6772,,"Stillwater, MN"
6789,,"Stowe, PA"
6790,,"Stockton, CA"
6791,,"Stoneham, MA"
6792,,"Stonington, CT"
6793,,"Stratford, CT"
6794,,"Streator, IL"
6795,,"Struthers, OH"
6796,,"Suffolk, VA"
6797,,"Summit, NJ"
6798,,"Sumter, SC"
6799,,"Sunbury, PA"
6810,,"Sunnyvale, CA"
6830,,"Superior, WI"
6831,,"Swampscott, MA"
6832,,"Sweetwater, TX"
6833,,"Swissvale, PA"
6850,,"Syracuse, NY"
6870,,"Tacoma, WA"
6871,,"Tallahassee, FL"
6872,,"Tamaqua, PA"
6890,,"Tampa, FL"
6910,,"Taunton, MA"
6911,,"Taylor, PA"
6912,,"Temple, TX"
6913,,"Teaneck, NJ"
6930,,"Tempe, AZ"
6950,,"Terre Haute, IN"
6951,,"Texarkana, TX"
6952,,"Thomasville, GA"
6953,,"Thomasville, NC"
6954,,"Tiffin, OH"
6960,,"Thousand Oaks, CA"
6970,,"Toledo, OH"
6971,,"Tonawanda, NY"
6990,,"Topeka, KS"
6991,,"Torrington, CT"
6992,,"Traverse City, MI"
7000,,"Torrance, CA"
7010,,"Trenton, NJ"
7011,,"Trinidad, CO"
7030,,"Troy, NY"
7050,,"Tucson, AZ"
7070,,"Tulsa, OK"
7071,,"Turtle Creek, PA"
7072,,"Tuscaloosa, AL"
7073,,"Two Rivers, WI"
7074,,"Tyler, TX"
7079,,"Union, NJ"
7080,,"Union City, NJ"
7081,,"Uniontown, PA"
7082,,"University City, MO"
7083,,"Urbana, IL"
7084,,"Upper Darby, PA"
7090,,"Utica, NY"
7091,,"Valdosta, GA"
7092,,"Vallejo, CA"
7093,,"Valley Stream, NY"
7100,,"Vancouver, WA"
7110,,"Vallejo, CA"
7111,,"Vandergrift, PA"
7112,,"Venice, CA"
7120,,"Vicksburg, MS"
7121,,"Vincennes, IN"
7122,,"Virginia, MN"
7123,,"Virginia City, NV"
7130,,"Virginia Beach, VA"
7140,,"Visalia, CA"
7150,,"Waco, TX"
7151,,"Wakefield, MA"
7152,,"Walla Walla, WA"
7153,,"Wallingford, CT"
7170,,"Waltham, MA"
7180,,"Warren, MI"
7190,,"Warren, OH"
7191,,"Warren, PA"
7210,,"Warwick Town, RI"
7230,,"Washington, DC"
7231,,"Georgetown, DC"
7241,,"Washington, PA"
7242,,"Washington, VA"
7250,,"Waterbury, CT"
7270,,"Waterloo, IA"
7290,,"Waterloo, NY"
7310,,"Watertown, NY"
7311,,"Watertown, WI"
7312,,"Watertown, SD"
7313,,"Watertown, MA"
7314,,"Waterville, ME"
7315,,"Watervliet, NY"
7316,,"Waukegan, IL"
7317,,"Waukesha, WI"
7318,,"Wausau, WI"
7319,,"Wauwatosa, WI"
7320,,"West Covina, CA"
7321,,"Waycross, GA"
7322,,"Waynesboro, PA"
7323,,"Webb City, MO"
7324,,"Webster Groves, MO"
7325,,"Webster, MA"
7326,,"Wellesley, MA"
7327,,"Wenatchee, WA"
7328,,"Weehawken, NJ"
7329,,"West Bay City, MI"
7330,,"West Hoboken, NJ"
7331,,"West Bethlehem, PA"
7332,,"West Chester, PA"
7333,,"West Frankfort, IL"
7334,,"West Hartford, CT"
7335,,"West Haven, CT"
7340,,"West Allis, WI"
7350,,"West New York, NJ"
7351,,"West Orange, NJ"
7352,,"West Palm Beach, FL"
7353,,"West Springfield, MA"
7370,,"West Troy, NY"
7371,,"West Warwick, RI"
7372,,"Westbrook, ME"
7373,,"Westerly, RI"
7374,,"Westfield, MA"
7375,,"Westfield, NJ"
7376,,"Wewoka, OK"
7377,,"Weymouth, MA"
7390,,"Wheeling, WV"
7400,,"White Plains, NY"
7401,,"Whiting, IN"
7402,,"Whittier, CA"
7410,,"Wichita, KS"
7430,,"Wichita Falls, TX"
7450,,"Wilkes-Barre, PA"
7451,,"Wilkinsburg, PA"
7460,,"Wilkinsburg, PA"
7470,,"Williamsport, PA"
7471,,"Willimantic, CT"
7472,,"Wilmette, IL"
7490,,"Wilmington, DE"
7510,,"Wilmington, NC"
7511,,"Wilson, NC"
7512,,"Winchester, VA"
7513,,"Winchester, MA"
7514,,"Windham, CT"
7515,,"Winnetka, IL"
7516,,"Winona, MN"
7530,,"Winston-Salem, NC"
7531,,"Winthrop, MA"
7532,,"Woburn, MA"
7533,,"Woodlawn, PA"
7534,,"Woodmont, CT"
7535,,"Woodbridge, NJ"
7550,,"Woonsocket, RI"
7551,,"Wooster, OH"
7570,,"Worcester, MA"
7571,,"Wyandotte, MI"
7572,,"Xenia, OH"
7573,,"Yakima, WA"
7590,,"Yonkers, NY"
7610,,"York, PA"
7630,,"Youngstown, OH"
7631,,"Ypsilanti, MI"
7650,,"Zanesville, OH"
,,"Spring Garden, PA (See Philadelphia)"
,,
CITYERR,,Coverage error in CITY variable
0,,Not Applicable (no city identified)
,,Omission + commission error:
1,,0%
2,,0.1 to 0.9%
3,,1.0 to 1.9%
4,,2.0 to 4.9%
5,,5.0 to 9.9%
,,
HOMELAND,,"American Indian, Alaska Native, or Native Hawaiian homeland area"
1,,PUMA does not include a homeland area
2,,PUMA includes a homeland area
,,
CNTRY,,Country
630,,Puerto Rico
840,,United States
,,
GQ,,Group quarters status
0,,Vacant unit
,,Households:
1,,Households under 1970 definition
2,,Additional households under 1990 definition
,,Group Quarters:
3,,Group quarters--Institutions
4,,Other group quarters
5,,Additional households under 2000 definition
6,,Fragment
,,
GQTYPE,,Group quarters type [general version]
0,,NA (non-group quarters households)
,,Institutions
1,,"Institution (1990, 2000, ACS/PRCS)"
2,,Correctional institutions
3,,Mental institutions
4,,"Institutions for the elderly, handicapped, and poor"
,,Non-institutional group quarters
5,,Non-institutional GQ
6,,Military
7,,College dormitory
8,,Rooming house
9,,Other non-institutional GQ and unknown
,,
GQTYPED,,Group quarters type [detailed version]
0,,NA (non-group quarters households)
,,"GQ in IPUMS, sampled as a larger unit (10 or more unrelated persons):"
10,,"Family group, someone related to head"
20,,"Unrelated individuals, no one related to head"
,,Institutions
100,,"Institution (1990, 2000, ACS/PRCS)"
200,,Correctional institution
210,,Federal/state correctional
211,,Prison
212,,Penitentiary
213,,Military prison
220,,Local correctional
221,,Jail
230,,School juvenile delinquents
240,,Reformatory
250,,Camp or chain gang
260,,House of correction
300,,Mental institutions
400,,"Institutions for the elderly, handicapped, and poor"
410,,Homes for elderly
411,,"Aged, dependent home"
412,,Nursing/convalescent home
413,,Old soldiers' home
420,,Other Instits (Not Aged)
421,,Other Institution nec
430,,Homes neglected/depend children
431,,Orphan school
432,,"Orphans' home, asylum"
440,,Other instits for children
441,,"Children's home, asylum"
450,,Homes physically handicapped
451,,"Deaf, blind school"
452,,"Deaf, blind, epilepsy"
460,,Mentally handicapped home
461,,School for feeblemind
470,,TB and chronic disease hospital
471,,Chronic hospitals
472,,Sanatoria
480,,Poor houses and farms
481,,"Poor house, almshouse"
482,,"Poor farm, workhouse"
491,,Maternity homes for unmarried mothers
492,,"Homes for widows, single, fallen women"
493,,Detention homes
494,,Misc asylums
495,,"Home, other dependent"
496,,Institution combination or unknown
,,Non-Institutional group quarters
500,,Non-institutional group quarters
501,,Family formerly in institutional group quarters
502,,Unrelated individual residing with family formerly in institutional group quarters
600,,Military
601,,U.S. army installation
602,,"Navy, marine installation"
603,,Navy ships
604,,Air service
700,,College dormitory
701,,Military service academies
800,,Rooming house
801,,Hotel
802,,"House, lodging apartments"
803,,"YMCA, YWCA"
804,,Club
900,,Other Non-Instit GQ
901,,Other Non-Instit GQ
910,,Schools
911,,Boarding schools
912,,"Academy, institute"
913,,Industrial training
914,,Indian school
920,,Hospitals
921,,"Hospital, charity"
922,,Infirmary
923,,Maternity hospital
924,,Children's hospital
,,Religious Institutions
931,,"Church, Abbey"
932,,Convent
933,,Monastery
934,,Mission
935,,Seminary
936,,Religious commune
937,,Other religious
940,,Work sites
941,,"Construction, except rr"
942,,Lumber
943,,Mining
944,,Railroad
945,,"Farms, ranches"
946,,"Ships, boats"
947,,Other industrial
948,,Other worksites
950,,"Nurses home, dorm"
955,,Passenger ships
960,,Other group quarters
997,,Unknown
999,,"Fragment (boarders and lodgers, 1900)"
,,
FARM,,Farm status
0,,N/A
1,,Non-Farm
2,,Farm
,,
OWNERSHP,,Ownership of dwelling (tenure) [general version]
0,,N/A
1,,Owned or being bought (loan)
2,,Rented
,,
OWNERSHPD,,Ownership of dwelling (tenure) [detailed version]
0,,N/A
10,,Owned or being bought
11,,Check mark (owns?)
12,,Owned free and clear
13,,Owned with mortgage or loan
20,,Rented
21,,No cash rent
22,,With cash rent
,,
MORTGAGE,,Mortgage status
0,,N/A
1,,"No, owned free and clear"
2,,Check mark on manuscript (probably yes)
3,,"Yes, mortgaged/ deed of trust or similar debt"
4,,"Yes, contract to purchase"
,,
MORTGAG2,,Second mortgage status
0,,N/A
1,,No
2,,Yes
3,,"Yes, 2nd mortgage"
4,,"Yes, home equity loan"
5,,"Yes, 2nd mortgage and home equity loan"
,,
ACREHOUS,,House acreage
0,,N/A
,,For Non-Puerto Rican US
1,,House on less than 10 acres
2,,House on 10 acres or more
,,For Puerto Rico:
3,,House on less than 3 cuerdas (1980-1990)
4,,House on 3+ cuerdas (1980-1990)
5,,House on less than 10 cuerdas (2000 and PRCS)
6,,House on 10 or more cuerdas (2000 and PRCS)
,,
TAXINCL,,Mortgage payment includes property taxes
0,,N/A
1,,No
2,,Yes
,,
INSINCL,,Mortgage payment includes property insurance
0,,N/A
1,,No
2,,"Yes, payment includes insurance premiums"
,,
PROPTX99,,"Annual property taxes, 1990"
0,,N/A (GQ/vacant/not owned  or being bought/not a one-family h
1,,None
2,,$1-49  ($2-49 in 1990 PR Samples)
3,,$ 50 - 99
4,,$ 100 - 149
5,,$ 150 - 199
6,,$ 200 - 249
7,,$ 250 - 299
8,,$ 300 - 349
9,,$ 350 - 399
10,,$ 400 - 449
11,,$ 450 - 499
12,,$ 500 - 549
13,,$ 550 - 599
14,,$ 600 - 649
15,,$ 650 - 699
16,,$ 700 - 749
17,,$ 750 - 799
18,,$ 800 - 849
19,,$ 850 - 899
20,,$ 900 - 949
21,,$ 950 - 999
22,,"$ 1,000 - 1,099"
23,,"$ 1,100 - 1,199"
24,,"$ 1,200 - 1,299"
25,,"$ 1,300 - 1,399"
26,,"$ 1,400 - 1,499"
27,,"$ 1,500 - 1,599"
28,,"$ 1,600 - 1,699"
29,,"$ 1,700 - 1,799"
30,,"$ 1,800 - 1,899"
31,,"$ 1,900 - 1,999"
32,,"$ 2,000 - 2,099"
33,,$2100-2199  ($2199+ 1990 PR Samples)
34,,"$ 2,200 - 2,299"
35,,"$ 2,300 - 2,399"
36,,"$ 2,400 - 2,499"
37,,"$ 2,500 - 2,599"
38,,"$ 2,600 - 2,699"
39,,"$ 2,700 - 2,799"
40,,"$ 2,800 - 2,899"
41,,"$ 2,900 - 2,999"
42,,"$ 3,000 - 3,099"
43,,"$ 3,100 - 3,199"
44,,"$ 3,200 - 3,299"
45,,"$ 3,300 - 3,399"
46,,"$ 3,400 - 3,499"
47,,"$ 3,500 - 3,599"
48,,"$ 3,600 - 3,699"
49,,"$ 3,700 - 3,799"
50,,"$ 3,800 - 3,899"
51,,"$ 3,900 - 3,999"
52,,"$ 4,000 - 4,099"
53,,"$ 4,100 - 4,199"
54,,"$ 4,200 - 4,299"
55,,"$ 4,300 - 4,399"
56,,"$ 4,400 - 4,499"
57,,$4500 (1990 U.S. Samples)
58,,$4500-4599 ($4501+ 1990 U.S. Samples)
59,,$4600 - 4699
60,,$4700 - 4799
61,,$4800 - 4899
62,,$4900 - 4999
63,,$5000 - 5499
64,,$5500 - 5999
65,,$6000 - 6999
66,,$7000 - 7999
67,,$8000-8999 ($8000-9099 in 2000)
68,,$9000-9999 ($9100+ in 2000)
69,,"$10,000+"
,,
RENTMEAL,,Meals included in rent
0,,N/A
1,,"No, meals not included"
2,,Yes
,,
UNITSSTR,,Units in structure
0,,N/A
1,,Mobile home or trailer
2,,"Boat, tent, van, other"
3,,"1-family house, detached"
4,,"1-family house, attached"
5,,2-family building
6,,3-4 family building
7,,5-9 family building
8,,10-19 family building
9,,20-49 family building
10,,50+ family building
,,
BEDROOMS,,Number of bedrooms
0,,N/A
1,,No bedrooms
2,,1
3,,2
4,,3
5,,"4 (1970-2000, 2000-2007 ACS/PRCS)"
6,,"5+ (1970-2000, 2000-2007 ACS/PRCS)"
7,,6
8,,7
9,,8
10,,9
11,,10
12,,11
13,,12
14,,13
15,,14
16,,15
17,,16
18,,17
19,,18
20,,19
21,,20
22,,21
,,
NFAMS,,Number of families in household
0,,0 families (vacant unit)
1,,1 family or N/A
2,,2 families
3,,3
4,,4
5,,5
6,,6
7,,7
8,,8
9,,9
10,,10
11,,11
12,,12
13,,13
14,,14
15,,15
16,,16
17,,17
18,,18
19,,19
20,,20
21,,21
22,,22
23,,23
24,,24
25,,25
26,,26
27,,27
28,,28
29,,29
30,,30
,,
NSUBFAM,,Number of subfamilies in household
0,,No subfamilies or N/A (GQ/vacant unit)
1,,1 subfamily
2,,2 subfamilies
3,,3
4,,4
5,,5
6,,6
7,,7
8,,8
9,,9
,,
NCOUPLES,,Number of couples in household
0,,0 couples or N/A
1,,1
2,,2
3,,3
4,,4
5,,5
6,,6
7,,7
8,,8
9,,9
,,
NMOTHERS,,Number of mothers in household
0,,0 mothers or N/A
1,,1
2,,2
3,,3
4,,4
5,,5
6,,6
7,,7
8,,8
,,
NFATHERS,,Number of fathers in household
0,,0 fathers or N/A
1,,1
2,,2
3,,3
4,,4
5,,5
6,,6
,,
MULTGEN,,Multigenerational household [general version]
0,,N/A
1,,1 generation
2,,2 generations
3,,3+ generations
,,
MULTGEND,,Multigenerational household [detailed version]
0,,N/A
10,,1 generation
20,,1-2 generations (Census 2008 definition)
21,,"2 adjacent generations, adult-children"
22,,"2 adjacent generations, adult-adult"
23,,2 nonadjacent generations
31,,3+ generations (Census 2008 definition)
32,,3+ generations (Additional IPUMS definition)
,,
CBNSUBFAM,,Number of subfamilies in household (original Census Bureau classification)
0,,No subfamilies or N/A (GQ/vacant unit)
1,,1 subfamily
2,,2 subfamilies
3,,3
4,,4
5,,5
6,,6
7,,7
8,,8
9,,9
,,
RESPMODE,,Response mode
0,,N/A
1,,Mail
2,,CATI/CAPI
3,,Internet
,,
FAMUNIT,,Family unit membership
1,,1st family in household or group quarters
2,,2nd family in household or group quarters
3,,3rd
4,,4th
5,,5th
6,,6th
7,,7th
8,,8th
9,,9th
10,,10th
11,,11th
12,,12th
13,,13th
14,,14th
15,,15th
16,,16th
17,,17th
18,,18th
19,,19th
20,,20th
21,,21th
22,,22th
23,,23th
24,,24th
25,,25th
26,,26th
27,,27th
28,,28th
29,,29th
30,,30th
,,
FAMSIZE,,Number of own family members in household
1,,1 family member present
2,,2 family members present
3,,3
4,,4
5,,5
6,,6
7,,7
8,,8
9,,9
10,,10
11,,11
12,,12
13,,13
14,,14
15,,15
16,,16
17,,17
18,,18
19,,19
20,,20
21,,21
22,,22
23,,23
24,,24
25,,25
26,,26
27,,27
28,,28
29,,29
,,
SUBFAM,,Subfamily membership
0,,Group quarters or not in subfamily
1,,1st subfamily in household
2,,2nd subfamily in household
3,,3rd
4,,4th
5,,5th
6,,6th
7,,7th
8,,8th
9,,9th
,,
SFTYPE,,Subfamily type
0,,Group quarters or not in subfamily
,,RELATED SUBFAMILIES
1,,Married-couple related subfamily with children
2,,Married-couple related subfamily without children
3,,Father-child related subfamily
4,,Mother-child related subfamily
,,UNRELATED SUBFAMILIES
5,,Married-couple unrelated subfamily with children
6,,Married-couple unrelated subfamily without children
7,,Father-child unrelated subfamily
8,,Mother-child unrelated subfamily
,,
SFRELATE,,Relationship within subfamily
0,,Group quarters or not in subfamily
1,,Reference person
2,,Spouse (married-couple subfamily only)
3,,Child
,,
CBSUBFAM,,Subfamily number (original Census Bureau classification)
0,,Group quarters or not in subfamily
1,,1st subfamily in household
2,,2nd subfamily in household
3,,3rd
4,,4th
5,,5th
,,
CBSFTYPE,,Subfamily type (original Census Bureau classification)
0,,Group quarters or not in subfamily
1,,Married-couple related subfamily with children
2,,Married-couple related subfamily without children
3,,Father-child related subfamily
4,,Mother-child related subfamily
,,
CBSFRELATE,,Subfamily relationship (original Census Bureau classification)
0,,Group quarters or not in subfamily
1,,Reference person
2,,Spouse (married-couple subfamily only)
3,,Child
8,,1960s cases to be allocated
,,
MOMRULE,,Rule for linking mother (new)
0,,No mother link
11,,"Direct link, clarity level 1"
12,,"Direct link, clarity level 2"
13,,"Direct link, clarity level 3"
14,,"Direct link, clarity level 4"
15,,"Direct link, clarity level 5"
16,,"Direct link, clarity level 6"
17,,"Direct link, clarity level 7"
18,,"Direct link, clarity level 8"
21,,"Second level link, clarity level 1"
22,,"Second level link, clarity level 2"
23,,"Second level link, clarity level 3"
24,,"Second level link, clarity level 4"
25,,"Second level link, clarity level 5"
26,,"Second level link, clarity level 6"
27,,"Second level link, clarity level 7"
28,,"Second level link, clarity level 8"
31,,"Third level link, clarity level 1"
32,,"Third level link, clarity level 2"
33,,"Third level link, clarity level 3"
34,,"Third level link, clarity level 4"
35,,"Third level link, clarity level 5"
36,,"Third level link, clarity level 6"
37,,"Third level link, clarity level 7"
38,,"Third level link, clarity level 8"
,,
POPRULE,,Rule for linking father (new)
0,,No father link
11,,"Direct link, clarity level 1"
12,,"Direct link, clarity level 2"
13,,"Direct link, clarity level 3"
14,,"Direct link, clarity level 4"
15,,"Direct link, clarity level 5"
16,,"Direct link, clarity level 6"
17,,"Direct link, clarity level 7"
18,,"Direct link, clarity level 8"
21,,"Second level link, clarity level 1"
22,,"Second level link, clarity level 2"
23,,"Second level link, clarity level 3"
24,,"Second level link, clarity level 4"
25,,"Second level link, clarity level 5"
26,,"Second level link, clarity level 6"
27,,"Second level link, clarity level 7"
28,,"Second level link, clarity level 8"
31,,"Third level link, clarity level 1"
32,,"Third level link, clarity level 2"
